Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","30130",Ch1Unknown,"HbS",,4.52,ddPCR Supermix for Probes (no dUTP),,4.77,4.26,4.77,4.27,1291,335346,6,1285,1339,334007,0.00297,336637,,,,,,,,0.96,1.03,0.85,1.03,0.89,49,50.9,47,50.9,47.1,1,1,,,,,"","(A07,B07,C07,D07,E07,F07,G07,H07,A08,B08,C08,D08,E08,F08,G08,H08)",4.65,4.39,4.65,4.39,,,,,1,0.89,0.997,0.922,49.9,48,49.9,48,
"M01",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA",,4.71,ddPCR Supermix for Probes (no dUTP),,4.96,4.46,4.96,4.46,1345,335292,6,1285,1339,334007,0.00297,336637,,,,,,,,0.96,1.03,0.85,1.03,0.89,49,50.9,47,50.9,47.1,1,1,,,,,"","(A07,B07,C07,D07,E07,F07,G07,H07,A08,B08,C08,D08,E08,F08,G08,H08)",4.84,4.58,4.84,4.58,,,,,1,0.89,0.997,0.922,49.9,48,49.9,48,
"C08",Absolute Quantification,"ABS","30130",Ch1Unknown,"HbS","Manual",4.9,ddPCR Supermix for Probes (no dUTP),98,,,6,3.9,89,21444,0,89,76,21368,0,21533,,,,,,,,1.17,,,1.53,0.81,54,,,62,46,1,1,2083,4330.6,944.85,958.85,"",,,,5.4,4.4,,,,,,,1.35,0.99,,,57.8,50.1,
"D08",Absolute Quantification,"ABS","30130",Ch1Unknown,"HbS","Manual",4.3,ddPCR Supermix for Probes (no dUTP),86,,,5.3,3.4,76,20979,1,75,86,20893,0.0386,21055,,,,,,,,0.87,,,1.14,0.6,47,,,54,39,1,1,2083,4368,947.04,959.39,"",,,,4.76,3.79,,,,,,,1.01,0.74,,,50.5,42.7,
"E08",Absolute Quantification,"ABS","30130",Ch1Unknown,"HbS","Manual",3.8,ddPCR Supermix for Probes (no dUTP),76,,,4.8,3,69,21234,0,69,81,21153,0,21303,,,,,,,,0.85,,,1.13,0.58,46,,,54,38,1,1,2083,4422.5,949.75,961,"",,,,4.29,3.38,,,,,,,0.99,0.71,,,50.1,41.9,
"F08",Absolute Quantification,"ABS","30130",Ch1Unknown,"HbS","Manual",3.7,ddPCR Supermix for Probes (no dUTP),74,,,4.7,2.9,65,20715,0,65,84,20631,0,20780,,,,,,,,0.77,,,1.03,0.52,44,,,52,36,1,1,2083,4338.8,950.26,960.86,"",,,,4.16,3.25,,,,,,,0.9,0.65,,,47.7,39.6,
"G08",Absolute Quantification,"ABS","30130",Ch1Unknown,"HbS","Manual",4.8,ddPCR Supermix for Probes (no dUTP),96,,,5.9,3.8,80,19648,2,78,84,19564,0.0993,19728,,,,,,,,0.93,,,1.21,0.65,48,,,56,41,1,1,2083,4319.5,963.74,977.35,"",,,,5.3,4.3,,,,,,,1.07,0.79,,,52.1,44.3,
"H08",Absolute Quantification,"ABS","30130",Ch1Unknown,"HbS","Manual",4.4,ddPCR Supermix for Probes (no dUTP),88,,,5.5,3.5,77,20348,0,77,78,20270,0,20425,,,,,,,,0.99,,,1.3,0.67,50,,,58,42,1,1,2083,4207,955.44,967.7,"",,,,5,4,,,,,,,1.15,0.83,,,53.7,45.7,
"A07",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.7,ddPCR Supermix for Probes (no dUTP),94,,,5.7,3.7,86,21700,0,103,86,21597,0,21786,,,,,,,,1.2,,,1.54,0.85,55,,,62,47,1,1,1369,2368.8,854.85,860.83,"",,,,5.2,4.2,,,,,,,1.37,1.02,,,58.1,50.9,
"B07",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",5.8,ddPCR Supermix for Probes (no dUTP),116,,,6.9,4.7,105,21268,1,72,104,21196,0.0356,21373,,,,,,,,0.69,,,0.9,0.49,41,,,48,34,1,1,1369,2376.5,855.74,863.21,"",,,,6.4,5.2,,,,,,,0.8,0.59,,,44.7,37.3,
"C07",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.9,ddPCR Supermix for Probes (no dUTP),98,,,6.1,4,85,20174,0,78,85,20096,0,20259,,,,,,,,0.92,,,1.2,0.63,48,,,56,40,1,1,1369,2404.5,853.88,860.38,"",,,,5.5,4.4,,,,,,,1.06,0.77,,,51.8,43.9,
"D07",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.7,ddPCR Supermix for Probes (no dUTP),94,,,5.8,3.7,82,20532,1,83,81,20449,0.0383,20614,,,,,,,,1.02,,,1.34,0.71,51,,,58,43,1,1,1369,2380.2,844.4,850.51,"",,,,5.2,4.2,,,,,,,1.18,0.87,,,54.5,46.7,
"E07",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.9,ddPCR Supermix for Probes (no dUTP),98,,,6,3.9,89,21356,0,92,89,21264,0,21445,,,,,,,,1.03,,,1.34,0.73,51,,,58,44,1,1,1369,2370.1,847.67,853.99,"",,,,5.4,4.4,,,,,,,1.19,0.88,,,54.5,47.1,
"F07",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.8,ddPCR Supermix for Probes (no dUTP),96,,,5.9,3.9,88,21509,1,91,87,21418,0.0343,21597,,,,,,,,1.05,,,1.35,0.74,51,,,58,44,1,1,1369,2382.9,856.25,862.47,"",,,,5.3,4.3,,,,,,,1.2,0.89,,,54.8,47.4,
"G07",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.9,ddPCR Supermix for Probes (no dUTP),98,,,6,3.9,85,20522,0,66,85,20456,0,20607,,,,,,,,0.78,,,1.03,0.53,44,,,52,36,1,1,1369,2368.8,854.23,860.48,"",,,,5.4,4.4,,,,,,,0.9,0.65,,,47.7,39.7,
"H07",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",3.9,ddPCR Supermix for Probes (no dUTP),78,,,4.9,3,69,20853,0,80,69,20773,0,20922,,,,,,,,1.16,,,1.53,0.78,54,,,62,46,1,1,1369,2341.4,839.68,844.63,"",,,,4.37,3.44,,,,,,,1.35,0.97,,,57.8,49.6,
"A08",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.8,ddPCR Supermix for Probes (no dUTP),96,,,5.9,3.9,89,21577,0,88,89,21489,0,21666,,,,,,,,0.99,,,1.28,0.7,50,,,57,42,1,1,1369,2316.6,839.39,845.46,"",,,,5.4,4.3,,,,,,,1.14,0.84,,,53.5,46,
"B08",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.1,ddPCR Supermix for Probes (no dUTP),82,,,5.1,3.2,75,21469,0,79,75,21390,0,21544,,,,,,,,1.05,,,1.39,0.72,51,,,59,43,1,1,1369,2361.8,840.15,845.45,"",,,,4.59,3.65,,,,,,,1.22,0.88,,,55.3,47.3,
"C08",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.2,ddPCR Supermix for Probes (no dUTP),84,,,5.2,3.3,76,21457,0,89,76,21368,0,21533,,,,,,,,1.17,,,1.53,0.81,54,,,62,46,1,1,1369,2374.7,848.97,854.36,"",,,,4.65,3.7,,,,,,,1.35,0.99,,,57.8,50.1,
"D08",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.9,ddPCR Supermix for Probes (no dUTP),98,,,6,3.9,87,20968,1,75,86,20893,0.0386,21055,,,,,,,,0.87,,,1.14,0.6,47,,,54,39,1,1,1369,2359.2,851.45,857.68,"",,,,5.4,4.4,,,,,,,1.01,0.74,,,50.5,42.7,
"E08",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.5,ddPCR Supermix for Probes (no dUTP),90,,,5.5,3.6,81,21222,0,69,81,21153,0,21303,,,,,,,,0.85,,,1.13,0.58,46,,,54,38,1,1,1369,2358.9,851.04,856.77,"",,,,5,4,,,,,,,0.99,0.71,,,50.1,41.9,
"F08",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.8,ddPCR Supermix for Probes (no dUTP),96,,,5.9,3.8,84,20696,0,65,84,20631,0,20780,,,,,,,,0.77,,,1.03,0.52,44,,,52,36,1,1,1369,2371.4,849.22,855.37,"",,,,5.3,4.3,,,,,,,0.9,0.65,,,47.7,39.6,
"G08",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",5.1,ddPCR Supermix for Probes (no dUTP),102,,,6.3,4.1,86,19642,2,78,84,19564,0.0993,19728,,,,,,,,0.93,,,1.21,0.65,48,,,56,41,1,1,1369,2358.4,863.67,870.18,"",,,,5.7,4.6,,,,,,,1.07,0.79,,,52.1,44.3,
"H08",Absolute Quantification,"ABS","30130",Ch2Unknown,"HbA","Manual",4.5,ddPCR Supermix for Probes (no dUTP),90,,,5.6,3.6,78,20347,0,77,78,20270,0,20425,,,,,,,,0.99,,,1.3,0.67,50,,,58,42,1,1,1369,2349.4,853.18,858.89,"",,,,5,4,,,,,,,1.15,0.83,,,53.7,45.7,
